English_title,Year,Dir_or_prod,Studio,Award_mains,Mains_cat,Award_fest,Fest_cat,Production_country,Director,Film_Studio
Hamlet,1948-01-01 00:00:00,Laurence Olivier,,0,,1,Venise - Lion d'Or - Winner or Nominee,United Kingdom,Laurence Olivier,
Manon,1949-01-01 00:00:00,Henri-Georges Clouzot,,0,,1,Venise - Lion d'Or - Winner or Nominee,France,Henri-Georges Clouzot,
Justice Is Done,1950-01-01 00:00:00,André Cayatte,,0,,1,Venise - Lion d'Or - Winner or Nominee,France,André Cayatte,
Rashomon,1951-01-01 00:00:00,Akira Kurosawa,,0,,1,Venise - Lion d'Or - Winner or Nominee,Japan,Akira Kurosawa,
Forbidden Games,1952-01-01 00:00:00,René Clément,,0,,1,Venise - Lion d'Or - Winner or Nominee,France,René Clément,
Romeo and Juliet,1954-01-01 00:00:00,Renato Castellani,,0,,1,Venise - Lion d'Or - Winner or Nominee,United Kingdom,Renato Castellani,
Ordet,1955-01-01 00:00:00,Carl Theodor Dreyer,,0,,1,Venise - Lion d'Or - Winner or Nominee,Denmark,Carl Theodor Dreyer,
Aparajito,1957-01-01 00:00:00,Satyajit Ray,,0,,1,Venise - Lion d'Or - Winner or Nominee,India,Satyajit Ray,
Rickshaw Man,1958-01-01 00:00:00,Hiroshi Inagaki,,0,,1,Venise - Lion d'Or - Winner or Nominee,Japan,Hiroshi Inagaki,
General Della Rovere,1959-01-01 00:00:00,Roberto Rossellini,,0,,1,Venise - Lion d'Or - Winner or Nominee,"France, Italy",Roberto Rossellini,
The Great War,1959-01-01 00:00:00,Mario Monicelli,,0,,1,Venise - Lion d'Or - Winner or Nominee,"France, Italy",Mario Monicelli,
Tomorrow Is My Turn,1960-01-01 00:00:00,André Cayatte,,0,,1,Venise - Lion d'Or - Winner or Nominee,France,André Cayatte,
Last Year at Marienbad,1961-01-01 00:00:00,Alain Resnais,,0,,1,Venise - Lion d'Or - Winner or Nominee,France,Alain Resnais,
Family Diary,1962-01-01 00:00:00,Valerio Zurlini,,0,,1,Venise - Lion d'Or - Winner or Nominee,Italy,Valerio Zurlini,
Ivan's Childhood,1962-01-01 00:00:00,Andrei Tarkovsky,,0,,1,Venise - Lion d'Or - Winner or Nominee,Soviet Union,Andrei Tarkovsky,
Hands over the City,1963-01-01 00:00:00,Francesco Rosi,,0,,1,Venise - Lion d'Or - Winner or Nominee,Italy,Francesco Rosi,
Red Desert,1964-01-01 00:00:00,Michelangelo Antonioni,,0,,1,Venise - Lion d'Or - Winner or Nominee,Italy,Michelangelo Antonioni,
Sandra,1965-01-01 00:00:00,Luchino Visconti,,0,,1,Venise - Lion d'Or - Winner or Nominee,Italy,Luchino Visconti,
The Battle of Algiers,1966-01-01 00:00:00,Gillo Pontecorvo,,0,,1,Venise - Lion d'Or - Winner or Nominee,"Algeria, Italy",Gillo Pontecorvo,
Belle de Jour,1967-01-01 00:00:00,Luis Buñuel,,0,,1,Venise - Lion d'Or - Winner or Nominee,France,Luis Buñuel,
Artists Under the Big Top: Perplexed,1968-01-01 00:00:00,Alexander Kluge,,0,,1,Venise - Lion d'Or - Winner or Nominee,West Germany,Alexander Kluge,
Atlantic City,1980-01-01 00:00:00,Louis Malle,,0,,1,Venise - Lion d'Or - Winner or Nominee,Canada,Louis Malle,
Gloria,1980-01-01 00:00:00,John Cassavetes,,0,,1,Venise - Lion d'Or - Winner or Nominee,United States,John Cassavetes,
Marianne and Juliane,1981-01-01 00:00:00,Margarethe von Trotta,,0,,1,Venise - Lion d'Or - Winner or Nominee,West Germany,Margarethe von Trotta,
The State of Things,1982-01-01 00:00:00,Wim Wenders,,0,,1,Venise - Lion d'Or - Winner or Nominee,West Germany,Wim Wenders,
First Name: Carmen,1983-01-01 00:00:00,Jean-Luc Godard,,0,,1,Venise - Lion d'Or - Winner or Nominee,France,Jean-Luc Godard,
A Year of the Quiet Sun,1984-01-01 00:00:00,Krzysztof Zanussi,,0,,1,Venise - Lion d'Or - Winner or Nominee,Poland,Krzysztof Zanussi,
Vagabond,1985-01-01 00:00:00,Agnès Varda,,0,,1,Venise - Lion d'Or - Winner or Nominee,France,Agnès Varda,
The Green Ray,1986-01-01 00:00:00,Éric Rohmer,,0,,1,Venise - Lion d'Or - Winner or Nominee,France,Éric Rohmer,
Au revoir les enfants,1987-01-01 00:00:00,Louis Malle,,0,,1,Venise - Lion d'Or - Winner or Nominee,"France, West Germany",Louis Malle,
The Legend of the Holy Drinker,1988-01-01 00:00:00,Ermanno Olmi,,0,,1,Venise - Lion d'Or - Winner or Nominee,"Italy, France",Ermanno Olmi,
A City of Sadness,1989-01-01 00:00:00,Hou Hsiao-hsien,,0,,1,Venise - Lion d'Or - Winner or Nominee,Taiwan,Hou Hsiao-hsien,
Rosencrantz & Guildenstern Are Dead,1990-01-01 00:00:00,Tom Stoppard,,0,,1,Venise - Lion d'Or - Winner or Nominee,"United Kingdom, United States",Tom Stoppard,
Close to Eden,1991-01-01 00:00:00,Nikita Mikhalkov,,0,,1,Venise - Lion d'Or - Winner or Nominee,Soviet Union,Nikita Mikhalkov,
The Story of Qiu Ju,1992-01-01 00:00:00,Zhang Yimou,,0,,1,Venise - Lion d'Or - Winner or Nominee,China,Zhang Yimou,
Short Cuts,1993-01-01 00:00:00,Robert Altman,,0,,1,Venise - Lion d'Or - Winner or Nominee,United States,Robert Altman,
Three Colours: Blue,1993-01-01 00:00:00,Krzysztof Kieślowski,,0,,1,Venise - Lion d'Or - Winner or Nominee,"France, Poland",Krzysztof Kieślowski,
Before the Rain,1994-01-01 00:00:00,Milčo Mančevski,,0,,1,Venise - Lion d'Or - Winner or Nominee,Macedonia,Milčo Mančevski,
Vive L'Amour,1994-01-01 00:00:00,Tsai Ming-liang,,0,,1,Venise - Lion d'Or - Winner or Nominee,Taiwan,Tsai Ming-liang,
Cyclo,1995-01-01 00:00:00,Anh Hung Tran,,0,,1,Venise - Lion d'Or - Winner or Nominee,"Vietnam, France",Anh Hung Tran,
Michael Collins,1996-01-01 00:00:00,Neil Jordan,,0,,1,Venise - Lion d'Or - Winner or Nominee,"Ireland, United Kingdom",Neil Jordan,
Hana-bi,1997-01-01 00:00:00,Takeshi Kitano,,0,,1,Venise - Lion d'Or - Winner or Nominee,Japan,Takeshi Kitano,
The Way We Laughed,1998-01-01 00:00:00,Gianni Amelio,,0,,1,Venise - Lion d'Or - Winner or Nominee,Italy,Gianni Amelio,
Not One Less,1999-01-01 00:00:00,Zhang Yimou,,0,,1,Venise - Lion d'Or - Winner or Nominee,China,Zhang Yimou,
The Circle,2000-01-01 00:00:00,Jafar Panahi,,0,,1,Venise - Lion d'Or - Winner or Nominee,Iran,Jafar Panahi,
Monsoon Wedding,2001-01-01 00:00:00,Mira Nair,,0,,1,Venise - Lion d'Or - Winner or Nominee,India,Mira Nair,
The Magdalene Sisters,2002-01-01 00:00:00,Peter Mullan,,0,,1,Venise - Lion d'Or - Winner or Nominee,"Ireland, United Kingdom",Peter Mullan,
The Return,2003-01-01 00:00:00,Andrey Zvyagintsev,,0,,1,Venise - Lion d'Or - Winner or Nominee,Russia,Andrey Zvyagintsev,
Vera Drake,2004-01-01 00:00:00,Mike Leigh,,0,,1,Venise - Lion d'Or - Winner or Nominee,United Kingdom,Mike Leigh,
Brokeback Mountain,2005-01-01 00:00:00,Ang Lee,,0,,1,Venise - Lion d'Or - Winner or Nominee,United States,Ang Lee,
Still Life,2006-01-01 00:00:00,Jia Zhangke,,0,,1,Venise - Lion d'Or - Winner or Nominee,China,Jia Zhangke,
"Lust, Caution",2007-01-01 00:00:00,Ang Lee,,0,,1,Venise - Lion d'Or - Winner or Nominee,"Taiwan, China, United States",Ang Lee,
The Wrestler,2008-01-01 00:00:00,Darren Aronofsky,,0,,1,Venise - Lion d'Or - Winner or Nominee,United States,Darren Aronofsky,
Lebanon,2009-01-01 00:00:00,Samuel Maoz,,0,,1,Venise - Lion d'Or - Winner or Nominee,Israel,Samuel Maoz,
Somewhere ,2010-01-01 00:00:00,Sofia Coppola,,0,,1,Venise - Lion d'Or - Winner or Nominee,United States,Sofia Coppola,
Faust ,2011-01-01 00:00:00,Alexander Sokurov,,0,,1,Venise - Lion d'Or - Winner or Nominee,Russia,Alexander Sokurov,
Pietà,2012-01-01 00:00:00,Kim Ki-duk,,0,,1,Venise - Lion d'Or - Winner or Nominee,South Korea,Kim Ki-duk,
Sacro GRA,2013-01-01 00:00:00,Gianfranco Rosi,,0,,1,Venise - Lion d'Or - Winner or Nominee,Italy,Gianfranco Rosi,
A Pigeon Sat on a Branch Reflecting on Existence,2014-01-01 00:00:00,Roy Andersson,,0,,1,Venise - Lion d'Or - Winner or Nominee,Sweden,Roy Andersson,
From Afar,2015-01-01 00:00:00,Lorenzo Vigas,,0,,1,Venise - Lion d'Or - Winner or Nominee,Venezuela,Lorenzo Vigas,
The Woman Who Left,2016-01-01 00:00:00,Lav Diaz,,0,,1,Venise - Lion d'Or - Winner or Nominee,Philippines,Lav Diaz,
The Shape of Water,2017-01-01 00:00:00,Guillermo del Toro,,0,,1,Venise - Lion d'Or - Winner or Nominee,United States,Guillermo del Toro,
Roma,2018-01-01 00:00:00,Alfonso Cuarón,,0,,1,Venise - Lion d'Or - Winner or Nominee,Mexico,Alfonso Cuarón,
Joker,2019-01-01 00:00:00,Todd Phillips,,0,,1,Venise - Lion d'Or - Winner or Nominee,United States,Todd Phillips,
Nomadland,2020-01-01 00:00:00,Chloé Zhao,,0,,1,Venise - Lion d'Or - Winner or Nominee,United States,Chloé Zhao,
Happening ,2021-01-01 00:00:00,Audrey Diwan,,0,,1,Venise - Lion d'Or - Winner or Nominee,France,Audrey Diwan,
All the Beauty and the Bloodshed,2022-01-01 00:00:00,Laura Poitras,,0,,1,Venise - Lion d'Or - Winner or Nominee,United States,Laura Poitras,
Poor Things,2023-01-01 00:00:00,Yorgos Lanthimos,,0,,1,Venise - Lion d'Or - Winner or Nominee,"Ireland, United Kingdom, United States",Yorgos Lanthimos,
Ugetsu,1953-01-01 00:00:00,Kenji Mizoguchi,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Kenji Mizoguchi,
Sadko,1953-01-01 00:00:00,Aleksandr Ptushko,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Aleksandr Ptushko,
Thérèse Raquin,1953-01-01 00:00:00,Marcel Carné,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Marcel Carné,
I Vitelloni,1953-01-01 00:00:00,Federico Fellini,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Federico Fellini,
Moulin Rouge,1953-01-01 00:00:00,John Huston,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,John Huston,
Little Fugitive,1953-01-01 00:00:00,"Raymond Abrashkin, Morris Engel, and Ruth Orkin",,0,,1,Venise - Lion d'Argent - Winner or Nominee,,"Raymond Abrashkin, Morris Engel, and Ruth Orkin",
On the Waterfront,1954-01-01 00:00:00,Elia Kazan,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Elia Kazan,
Sansho the Bailiff,1954-01-01 00:00:00,Kenji Mizoguchi,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Kenji Mizoguchi,
Seven Samurai,1954-01-01 00:00:00,Akira Kurosawa,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Akira Kurosawa,
La Strada,1954-01-01 00:00:00,Federico Fellini,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Federico Fellini,
Le Amiche,1955-01-01 00:00:00,Michelangelo Antonioni,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Michelangelo Antonioni,
The Big Knife,1955-01-01 00:00:00,Robert Aldrich,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Robert Aldrich,
Ciske the Rat,1955-01-01 00:00:00,Wolfgang Staudte,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Wolfgang Staudte,
The Grasshopper,1955-01-01 00:00:00,Samson Samsonov,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Samson Samsonov,
White Nights,1957-01-01 00:00:00,Luchino Visconti,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Luchino Visconti,
Do You Remember Dolly Bell?,1981-01-01 00:00:00,Emir Kusturica,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Emir Kusturica,
Sciopèn,1982-01-01 00:00:00,Luciano Odorisio,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Luciano Odorisio,
The Hes Case,1982-01-01 00:00:00,Orlow Seunke,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Orlow Seunke,
Sugar Cane Alley,1983-01-01 00:00:00,Euzhan Palcy,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Euzhan Palcy,
Sonatine,1984-01-01 00:00:00,Micheline Lanctôt,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Micheline Lanctôt,
Dust,1985-01-01 00:00:00,Marion Hänsel,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Marion Hänsel,
A King and His Movie,1986-01-01 00:00:00,Carlos Sorín,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Carlos Sorín,
Maurice,1987-01-01 00:00:00,James Ivory,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,James Ivory,
Landscape in the Mist,1988-01-01 00:00:00,Theo Angelopoulos,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Theo Angelopoulos,
Death of a Tea Master,1989-01-01 00:00:00,Kei Kumai,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Kei Kumai,
Recollections of the Yellow House,1989-01-01 00:00:00,João César Monteiro,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,João César Monteiro,
Sirup,1990-01-01 00:00:00,Helle Ryslinge,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Helle Ryslinge,
Goodfellas,1990-01-01 00:00:00,Martin Scorsese,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Martin Scorsese,
The Fisher King,1991-01-01 00:00:00,Terry Gilliam,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Terry Gilliam,
Raise the Red Lantern,1991-01-01 00:00:00,Zhang Yimou,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Zhang Yimou,
J'entends plus la guitare,1991-01-01 00:00:00,Philippe Garrel,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Philippe Garrel,
Luxury Hotel,1992-01-01 00:00:00,Dan Pița,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Dan Pița,
Jamón jamón,1992-01-01 00:00:00,Bigas Luna,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Bigas Luna,
A Heart in Winter,1992-01-01 00:00:00,Claude Sautet,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Claude Sautet,
Kosh ba kosh,1993-01-01 00:00:00,Bakhtyar Khudojnazarov,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Bakhtyar Khudojnazarov,
Il toro,1994-01-01 00:00:00,Carlo Mazzacurati,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Carlo Mazzacurati,
Little Odessa,1994-01-01 00:00:00,James Gray,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,James Gray,
Heavenly Creatures,1994-01-01 00:00:00,Peter Jackson,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Peter Jackson,
"Black Cat, White Cat",1998-01-01 00:00:00,Emir Kusturica,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Emir Kusturica,
Seventeen Years,1999-01-01 00:00:00,Zhang Yuan,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Zhang Yuan,
Uttara,2000-01-01 00:00:00,Buddhadeb Dasgupta,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Buddhadeb Dasgupta,
Secret Ballot,2001-01-01 00:00:00,Babak Payami,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Babak Payami,
Oasis,2002-01-01 00:00:00,Lee Chang-dong,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Lee Chang-dong,
Zatōichi,2003-01-01 00:00:00,Takeshi Kitano,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Takeshi Kitano,
3-Iron,2004-01-01 00:00:00,Kim Ki-duk,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Kim Ki-duk,
Regular Lovers,2005-01-01 00:00:00,Philippe Garrel,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Philippe Garrel,
Nuovomondo,2006-01-01 00:00:00,Emanuele Crialese,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Emanuele Crialese,
Private Fears in Public Places,2006-01-01 00:00:00,Alain Resnais,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Alain Resnais,
Redacted,2007-01-01 00:00:00,Brian De Palma,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Brian De Palma,
Paper Soldier,2008-01-01 00:00:00,Aleksei Alekseivich German,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Aleksei Alekseivich German,
Women Without Men,2009-01-01 00:00:00,Shirin Neshat,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Shirin Neshat,
The Last Circus,2010-01-01 00:00:00,Álex de la Iglesia,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Álex de la Iglesia,
People Mountain People Sea,2011-01-01 00:00:00,Cai Shangjun,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Cai Shangjun,
The Master,2012-01-01 00:00:00,Paul Thomas Anderson,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Paul Thomas Anderson,
Miss Violence,2013-01-01 00:00:00,Alexandros Avranas,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Alexandros Avranas,
The Postman's White Nights,2014-01-01 00:00:00,Andrei Konchalovsky,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Andrei Konchalovsky,
The Clan,2015-01-01 00:00:00,Pablo Trapero,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Pablo Trapero,
The Untamed,2016-01-01 00:00:00,Amat Escalante,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Amat Escalante,
Paradise,2016-01-01 00:00:00,Andrei Konchalovsky,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Andrei Konchalovsky,
Custody,2017-01-01 00:00:00,Xavier Legrand,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Xavier Legrand,
The Sisters Brothers,2018-01-01 00:00:00,Jacques Audiard,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Jacques Audiard,
About Endlessness,2019-01-01 00:00:00,Roy Andersson,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Roy Andersson,
Wife of a Spy,2020-01-01 00:00:00,Kiyoshi Kurosawa,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Kiyoshi Kurosawa,
The Power of the Dog,2021-01-01 00:00:00,Jane Campion,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Jane Campion,
Bones and All,2022-01-01 00:00:00,Luca Guadagnino,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Luca Guadagnino,
Io Capitano,2023-01-01 00:00:00,Matteo Garrone,,0,,1,Venise - Lion d'Argent - Winner or Nominee,,Matteo Garrone,
A Streetcar Named Desire,1951-01-01 00:00:00,Elia Kazan,,0,,1,Venise - Grand Prix du Jury - Winner or Nominee,United States,Elia Kazan,
The Curious Adventures of Mr. Wonderbird,1952-01-01 00:00:00,Paul Grimault,,0,,1,Venise - Grand Prix du Jury - Winner or Nominee,France,Paul Grimault,
Mandy,1952-01-01 00:00:00,Alexander Mackendrick,,0,,1,Venise - Grand Prix du Jury - Winner or Nominee,United Kingdom,Alexander Mackendrick,
Executive Suite *,1954-01-01 00:00:00,Robert Wise,,0,,1,Venise - Grand Prix du Jury - Winner or Nominee,United States,Robert Wise,
The Lovers,1958-01-01 00:00:00,Louis Malle,,0,,1,Venise - Grand Prix du Jury - Winner or Nominee,France,Louis Malle,
La sfida,1958-01-01 00:00:00,Francesco Rosi,,0,,1,Venise - Grand Prix du Jury - Winner or Nominee,"Italy, Spain",Francesco Rosi,
The Magician,1959-01-01 00:00:00,Ingmar Bergman,,0,,1,Venise - Grand Prix du Jury - Winner or Nominee,Sweden,Ingmar Bergman,
Rocco and His Brothers,1960-01-01 00:00:00,Luchino Visconti,,0,,1,Venise - Grand Prix du Jury - Winner or Nominee,"France, Italy",Luchino Visconti,
Peace to Him Who Enters,1961-01-01 00:00:00,Aleksandr Alov & Vladimir Naumov,,0,,1,Venise - Grand Prix du Jury - Winner or Nominee,Soviet Union,Aleksandr Alov & Vladimir Naumov,
